country,iso3,reporter_code,year,future_year,horizon,flow,annualized_real_export_growth_log,log_initial_exports_constant_2015_usd,oil_export_share,log_gdp_constant_2015_usd,log_population,log_gni_per_capita_constant_2015_usd
Croatia,HRV,191,2024,2029,5,Exports,,23.802789350011558,0.1340362938716973,24.957777233872758,15.167782670469729,9.795560952206865
Croatia,HRV,191,2024,2034,10,Exports,,23.802789350011558,0.1340362938716973,24.957777233872758,15.167782670469729,9.795560952206865
Croatia,HRV,191,2025,2026,1,Exports,,,0.12152083683685098,,,
Croatia,HRV,191,2025,2030,5,Exports,,,0.12152083683685098,,,
Croatia,HRV,191,2025,2035,10,Exports,,,0.12152083683685098,,,
Czech Republic,CZE,203,1993,1994,1,Exports,0.06646840360962614,23.7580367985051,0.06187999937884474,25.40730365538838,16.150548804211244,
Czech Republic,CZE,203,1993,1998,5,Exports,0.14309790470745581,23.7580367985051,0.06187999937884474,25.40730365538838,16.150548804211244,
Czech Republic,CZE,203,1993,2003,10,Exports,0.11648322061281072,23.7580367985051,0.06187999937884474,25.40730365538838,16.150548804211244,
Czech Republic,CZE,203,1994,1995,1,Exports,0.41343739337020224,23.824505202114725,0.05676379388303947,25.435981579325176,16.1509100218671,
Czech Republic,CZE,203,1994,1999,5,Exports,0.11637876586748205,23.824505202114725,0.05676379388303947,25.435981579325176,16.1509100218671,
Czech Republic,CZE,203,1994,2004,10,Exports,0.13715681289233927,23.824505202114725,0.05676379388303947,25.435981579325176,16.1509100218671,
Czech Republic,CZE,203,1996,1997,1,Exports,,24.24555513024503,0.045306780009228706,25.537177448150047,16.149133068247515,9.344364681566251
Czech Republic,CZE,203,2015,2025,10,Exports,,25.85349807998306,0.029749886251314975,25.96558252337345,16.171262793595115,9.718053960655245
Czech Republic,CZE,203,2016,2026,10,Exports,,25.876418722992458,0.018914190908655745,25.991063801853045,16.173183277753544,9.745403671209715
Czech Republic,CZE,203,2017,2027,10,Exports,,25.976932420995645,0.018111807003404506,26.041505604171043,16.175839704389034,9.794884381400232
Czech Republic,CZE,203,2018,2028,10,Exports,,26.068127499104396,0.01936546520038463,26.069415532063978,16.17918397701203,9.823866337623604
Czech Republic,CZE,203,2019,2029,10,Exports,,26.02688609276324,0.017461240691833715,26.104452279446864,16.18312186565405,9.851465555675404
Czech Republic,CZE,203,2020,2025,5,Exports,,25.98314463085351,0.012160005569226537,26.049944565875126,16.18555409247617,9.814979761185311
Czech Republic,CZE,203,2020,2030,10,Exports,,25.98314463085351,0.012160005569226537,26.049944565875126,16.18555409247617,9.814979761185311
Czech Republic,CZE,203,2021,2026,5,Exports,,26.106955790994473,0.02250731268969019,26.089444262421917,16.167435378375917,9.895434215191854
Czech Republic,CZE,203,2021,2031,10,Exports,,26.106955790994473,0.02250731268969019,26.089444262421917,16.167435378375917,9.895434215191854
Czech Republic,CZE,203,2022,2027,5,Exports,,26.106549181082446,0.03562058480299092,26.117518182756072,16.183145104047927,9.870650426629684
Czech Republic,CZE,203,2022,2032,10,Exports,,26.106549181082446,0.03562058480299092,26.117518182756072,16.183145104047927,9.870650426629684
Czech Republic,CZE,203,2023,2028,5,Exports,,26.122590311945473,0.01923072319013901,26.117993872906542,16.20096899475252,9.873579386696441
Czech Republic,CZE,203,2023,2033,10,Exports,,26.122590311945473,0.01923072319013901,26.117993872906542,16.20096899475252,9.873579386696441
Czech Republic,CZE,203,2024,2025,1,Exports,,26.121142904825227,0.016541714599862322,26.130249328282286,16.2047345252441,9.894473812534027
Czech Republic,CZE,203,2024,2029,5,Exports,,26.121142904825227,0.016541714599862322,26.130249328282286,16.2047345252441,9.894473812534027
Czech Republic,CZE,203,2024,2034,10,Exports,,26.121142904825227,0.016541714599862322,26.130249328282286,16.2047345252441,9.894473812534027
Czech Republic,CZE,203,2025,2026,1,Exports,,,0.018635022696974746,,,
Czech Republic,CZE,203,2025,2030,5,Exports,,,0.018635022696974746,,,
Czech Republic,CZE,203,2025,2035,10,Exports,,,0.018635022696974746,,,
Denmark,DNK,208,1989,1990,1,Exports,0.1847553608550534,24.61638092580228,0.03170739234345483,26.015432602128115,15.451121742368985,
Denmark,DNK,208,1989,1994,5,Exports,0.03965228722133176,24.61638092580228,0.03170739234345483,26.015432602128115,15.451121742368985,
Denmark,DNK,208,1989,1999,10,Exports,0.033319717919445324,24.61638092580228,0.03170739234345483,26.015432602128115,15.451121742368985,
Denmark,DNK,208,1992,1997,5,Exports,,24.868085911915724,0.03612082486181856,26.066401712177566,15.458648201709696,10.483528378764987
Denmark,DNK,208,1996,1997,1,Exports,,24.950080099701523,0.047344641740670226,26.175679295013495,15.476225824658881,10.636681982967644
Denmark,DNK,208,2015,2025,10,Exports,,25.178859192353954,0.05770310951897448,26.43289426512862,15.553074806989798,10.910197540019789
Denmark,DNK,208,2016,2026,10,Exports,,25.13527290747548,0.04368124397412348,26.46316199555605,15.560878733431151,10.9249352479462
Denmark,DNK,208,2017,2027,10,Exports,,25.292980302333323,0.044828123379837846,26.493268970234574,15.567312242468525,10.946777156456484
Denmark,DNK,208,2018,2028,10,Exports,,25.22696121150448,0.05367342241358985,26.511698179236138,15.572270631727315,10.96275503384555
Denmark,DNK,208,2019,2029,10,Exports,,25.201740289495035,0.050824681714683295,26.52866739365096,15.575851940886242,10.977465718386988
Denmark,DNK,208,2020,2025,5,Exports,,25.144001547717718,0.027138453865532715,26.510705988877,15.578768352661008,10.972486300331134
Denmark,DNK,208,2020,2030,10,Exports,,25.144001547717718,0.027138453865532715,26.510705988877,15.578768352661008,10.972486300331134
Denmark,DNK,208,2021,2026,5,Exports,,25.389944608133533,0.046885178044668054,26.573683177308425,15.583102497555105,11.051226787095484
Denmark,DNK,208,2021,2031,10,Exports,,25.389944608133533,0.046885178044668054,26.573683177308425,15.583102497555105,11.051226787095484
Denmark,DNK,208,2022,2027,5,Exports,,25.278122666315724,0.0693886789522477,26.57811168313448,15.590977522202506,11.065375810010385
Denmark,DNK,208,2022,2032,10,Exports,,25.278122666315724,0.0693886789522477,26.57811168313448,15.590977522202506,11.065375810010385
Denmark,DNK,208,2023,2028,5,Exports,,25.278755848452235,0.04653610307443287,26.584139357809725,15.598389377359705,11.01913512588599
Denmark,DNK,208,2023,2033,10,Exports,,25.278755848452235,0.04653610307443287,26.584139357809725,15.598389377359705,11.01913512588599
Denmark,DNK,208,2024,2025,1,Exports,,25.24949246353393,0.04668527638288374,26.618326616004307,15.603427989341384,11.038969350873101
Denmark,DNK,208,2024,2029,5,Exports,,25.24949246353393,0.04668527638288374,26.618326616004307,15.603427989341384,11.038969350873101
Denmark,DNK,208,2024,2034,10,Exports,,25.24949246353393,0.04668527638288374,26.618326616004307,15.603427989341384,11.038969350873101
Denmark,DNK,208,2025,2026,1,Exports,,,0.0468166947627452,,,
Denmark,DNK,208,2025,2030,5,Exports,,,0.0468166947627452,,,
Denmark,DNK,208,2025,2035,10,Exports,,,0.0468166947627452,,,
Finland,FIN,246,1988,1989,1,Exports,0.03314145937560653,24.448749428961037,0.017062218852183123,25.716851602986964,15.41418697263827,
Finland,FIN,246,1988,1993,5,Exports,-0.014825590262808674,24.448749428961037,0.017062218852183123,25.716851602986964,15.41418697263827,
Finland,FIN,246,1988,1998,10,Exports,0.04411944561441743,24.448749428961037,0.017062218852183123,25.716851602986964,15.41418697263827,
Finland,FIN,246,1989,1990,1,Exports,0.09886988851254941,24.481890888336643,0.009381898298765234,25.766440776934974,15.417797160628306,
Finland,FIN,246,1989,1994,5,Exports,0.021787751632921726,24.481890888336643,0.009381898298765234,25.766440776934974,15.417797160628306,
Finland,FIN,246,1989,1999,10,Exports,0.03601441442634581,24.481890888336643,0.009381898298765234,25.766440776934974,15.417797160628306,
Finland,FIN,246,1990,1991,1,Exports,-0.17980605983095188,24.580760776849193,0.014684565850404625,25.77333346685403,15.422230981367449,
Finland,FIN,246,1990,1995,5,Exports,0.057255344766018366,24.580760776849193,0.014684565850404625,25.77333346685403,15.422230981367449,
Finland,FIN,246,1990,2000,10,Exports,0.03253398937006509,24.580760776849193,0.014684565850404625,25.77333346685403,15.422230981367449,
Finland,FIN,246,1991,1992,1,Exports,0.01728410534019531,24.40095471701824,0.030449192171310216,25.71272751039632,15.427692701549327,
Finland,FIN,246,1991,1996,5,Exports,0.09092896079888177,24.40095471701824,0.030449192171310216,25.71272751039632,15.427692701549327,
Finland,FIN,246,1991,2001,10,Exports,0.045589301091067826,24.40095471701824,0.030449192171310216,25.71272751039632,15.427692701549327,
Finland,FIN,246,1992,1993,1,Exports,-0.04361734471144274,24.418238822358436,0.032608967367728094,25.679053102400186,15.433311800056789,
Finland,FIN,246,1992,1997,5,Exports,0.08626823426337822,24.418238822358436,0.032608967367728094,25.679053102400186,15.433311800056789,
Finland,FIN,246,1992,2002,10,Exports,0.04282695925300004,24.418238822358436,0.032608967367728094,25.679053102400186,15.433311800056789,
Finland,FIN,246,1993,1994,1,Exports,0.21620816885425853,24.374621477646993,0.02729814427321717,25.671224387206248,15.43815034094537,
Finland,FIN,246,1993,1998,5,Exports,0.10306448149164353,24.374621477646993,0.02729814427321717,25.671224387206248,15.43815034094537,
Finland,FIN,246,1993,2003,10,Exports,0.06166015708236046,24.374621477646993,0.02729814427321717,25.671224387206248,15.43815034094537,
Finland,FIN,246,1994,1995,1,Exports,0.2762078541780326,24.590829646501252,0.02257006457216336,25.710102472796983,15.442460829973669,
Finland,FIN,246,1994,1999,5,Exports,0.05024107721976989,24.590829646501252,0.02257006457216336,25.710102472796983,15.442460829973669,
Finland,FIN,246,1994,2004,10,Exports,0.05209782868270167,24.590829646501252,0.02257006457216336,25.710102472796983,15.442460829973669,
Finland,FIN,246,2015,2025,10,Exports,,24.812238645871766,0.0735865488464823,26.175208317405776,15.516530071320078,10.667469511496867
Finland,FIN,246,2016,2026,10,Exports,,24.764282130487857,0.08338498114805763,26.20060248042757,15.519404285336954,10.684880486402433
Finland,FIN,246,2017,2027,10,Exports,,24.885479813148734,0.08751266617486439,26.233102293807473,15.52175099065401,10.709311056474695
Finland,FIN,246,2018,2028,10,Exports,,24.98231171635206,0.0934735167164934,26.244961470935245,15.523077401061927,10.726227833655551
Finland,FIN,246,2019,2029,10,Exports,,24.940833191032752,0.0979406638505344,26.258368577253943,15.524179317966839,10.735601863635127
Finland,FIN,246,2020,2025,5,Exports,,24.820999135176205,0.07746343769279823,26.2331427029374,15.525615729938966,10.72583337197871
Finland,FIN,246,2020,2030,10,Exports,,24.820999135176205,0.07746343769279823,26.2331427029374,15.525615729938966,10.72583337197871
Finland,FIN,246,2021,2026,5,Exports,,24.979852410372228,0.07851755004026885,26.259554290073265,15.52768861588304,10.752678434760856
Finland,FIN,246,2021,2031,10,Exports,,24.979852410372228,0.07851755004026885,26.259554290073265,15.52768861588304,10.752678434760856
Finland,FIN,246,2022,2027,5,Exports,,24.98715039745618,0.11457329319657551,26.267155744799904,15.530408061148101,10.74900291321958
Finland,FIN,246,2022,2032,10,Exports,,24.98715039745618,0.11457329319657551,26.267155744799904,15.530408061148101,10.74900291321958
Finland,FIN,246,2023,2028,5,Exports,,24.91649459710723,0.10367057437434649,26.25772043735731,15.535399984901913,10.713524423068348
Finland,FIN,246,2023,2033,10,Exports,,24.91649459710723,0.10367057437434649,26.25772043735731,15.535399984901913,10.713524423068348
Finland,FIN,246,2024,2025,1,Exports,,24.806807789354558,0.08190347240635866,26.26187352100284,15.541826385445546,10.70463102573128
Finland,FIN,246,2024,2029,5,Exports,,24.806807789354558,0.08190347240635866,26.26187352100284,15.541826385445546,10.70463102573128
Finland,FIN,246,2024,2034,10,Exports,,24.806807789354558,0.08190347240635866,26.26187352100284,15.541826385445546,10.70463102573128
Finland,FIN,246,2025,2026,1,Exports,,,0.08915247125273651,,,
Finland,FIN,246,2025,2030,5,Exports,,,0.08915247125273651,,,
Finland,FIN,246,2025,2035,10,Exports,,,0.08915247125273651,,,
France,FRA,251,2015,2025,10,Exports,,26.949512425273312,0.0314003049919571,28.52403644607786,18.013438137028768,10.53063323372118
France,FRA,251,2016,2026,10,Exports,,26.93104951951298,0.02451398307269037,28.53259998484284,18.01607682491442,10.539539769460761
France,FRA,251,2017,2027,10,Exports,,26.980365257543387,0.029818035043636625,28.553222029853764,18.018978846077932,10.553346166791938
France,FRA,251,2018,2028,10,Exports,,27.0722685054488,0.03393027749848867,28.56954713447247,18.022563791896093,10.564633276811684
France,FRA,251,2019,2029,10,Exports,,27.01876598804303,0.029106428598177237,28.589618808554594,18.025889383186374,10.591130701579086
France,FRA,251,2020,2025,5,Exports,,26.97028913032071,0.02228329702132019,28.512298727256855,18.02913496099673,10.505305331410723
France,FRA,251,2020,2030,10,Exports,,26.97028913032071,0.02228329702132019,28.512298727256855,18.02913496099673,10.505305331410723
France,FRA,251,2021,2026,5,Exports,,27.016294674379893,0.036965274471905195,28.578857124261013,18.03270398432062,10.576357711738762
France,FRA,251,2021,2031,10,Exports,,27.016294674379893,0.036965274471905195,28.578857124261013,18.03270398432062,10.576357711738762
France,FRA,251,2022,2027,5,Exports,,27.072224927286275,0.05921852404565611,28.60566226138088,18.037727193613996,10.583668154303066
France,FRA,251,2022,2032,10,Exports,,27.072224927286275,0.05921852404565611,28.60566226138088,18.037727193613996,10.583668154303066
France,FRA,251,2023,2028,5,Exports,,27.080266971272742,0.05139528376975902,28.619951826938763,18.040478125048434,10.58733833013293
France,FRA,251,2023,2033,10,Exports,,27.080266971272742,0.05139528376975902,28.619951826938763,18.040478125048434,10.58733833013293
France,FRA,251,2024,2025,1,Exports,,27.033562367456334,0.04420969884019182,28.6317862034742,18.043098077467423,10.59340504743671
France,FRA,251,2024,2029,5,Exports,,27.033562367456334,0.04420969884019182,28.6317862034742,18.043098077467423,10.59340504743671
France,FRA,251,2024,2034,10,Exports,,27.033562367456334,0.04420969884019182,28.6317862034742,18.043098077467423,10.59340504743671
Georgia,GEO,268,1996,1997,1,Exports,0.17052422022560165,19.543104883204837,0.18841867572356927,22.39702977011347,15.317741584581086,
Georgia,GEO,268,1996,2001,5,Exports,0.07622779538066951,19.543104883204837,0.18841867572356927,22.39702977011347,15.317741584581086,
Georgia,GEO,268,1996,2006,10,Exports,0.1338201105399161,19.543104883204837,0.18841867572356927,22.39702977011347,15.317741584581086,
Georgia,GEO,268,1997,1998,1,Exports,-0.23174996171221807,19.71362910343044,0.1680973868066607,22.497063361068925,15.285666402864864,
Georgia,GEO,268,1997,2002,5,Exports,0.05594866591643281,19.71362910343044,0.1680973868066607,22.497063361068925,15.285666402864864,
Georgia,GEO,268,1997,2007,10,Exports,0.1414154784543058,19.71362910343044,0.1680973868066607,22.497063361068925,15.285666402864864,
Georgia,GEO,268,1998,1999,1,Exports,0.19974311670215172,19.48187914171822,0.11169664376938174,22.527607209024335,15.260924173108734,
Georgia,GEO,268,1998,2003,5,Exports,0.15606166323978812,19.48187914171822,0.11169664376938174,22.527607209024335,15.260924173108734,
Georgia,GEO,268,1998,2008,10,Exports,0.18233334068862667,19.48187914171822,0.11169664376938174,22.527607209024335,15.260924173108734,
Georgia,GEO,268,1999,2000,1,Exports,0.2763997813976573,19.681622258420372,0.09706486140405197,22.555876789066733,15.240350404322378,
Georgia,GEO,268,1999,2004,5,Exports,0.17847574178580672,19.681622258420372,0.09706486140405197,22.555876789066733,15.240350404322378,
Georgia,GEO,268,1999,2009,10,Exports,0.13094286685638784,19.681622258420372,0.09706486140405197,22.555876789066733,15.240350404322378,
Georgia,GEO,268,2000,2001,1,Exports,-0.03377817970984509,19.95802203981803,0.08176937980116258,22.574113300243738,15.220904112754404,
Georgia,GEO,268,2000,2005,5,Exports,0.17510097314705106,19.95802203981803,0.08176937980116258,22.574113300243738,15.220904112754404,
Georgia,GEO,268,2000,2010,10,Exports,0.14159272097851067,19.95802203981803,0.08176937980116258,22.574113300243738,15.220904112754404,
Georgia,GEO,268,2001,2002,1,Exports,0.0691285729044182,19.924243860108184,0.0913407297354707,22.621066527538535,15.20539172878451,
Georgia,GEO,268,2001,2006,5,Exports,0.19141242569916272,19.924243860108184,0.0913407297354707,22.621066527538535,15.20539172878451,
Georgia,GEO,268,2001,2011,10,Exports,0.1698533113577138,19.924243860108184,0.0913407297354707,22.621066527538535,15.20539172878451,
Georgia,GEO,268,2002,2003,1,Exports,0.26881502490455844,19.993372433012603,0.05460969682723648,22.674361054550147,15.196419192057794,
Georgia,GEO,268,2002,2007,5,Exports,0.22688229099217877,19.993372433012603,0.05460969682723648,22.674361054550147,15.196419192057794,
Georgia,GEO,268,2002,2012,10,Exports,0.1702882789638874,19.993372433012603,0.05460969682723648,22.674361054550147,15.196419192057794,
Georgia,GEO,268,2003,2004,1,Exports,0.31181350943224473,20.26218745791716,0.05057288996861967,22.77923473073896,15.189665533999134,
Georgia,GEO,268,2003,2008,5,Exports,0.20860501813746524,20.26218745791716,0.05057288996861967,22.77923473073896,15.189665533999134,
Georgia,GEO,268,2003,2013,10,Exports,0.16359915835593847,20.26218745791716,0.05057288996861967,22.77923473073896,15.189665533999134,
Georgia,GEO,268,2004,2005,1,Exports,0.25952593820387904,20.574000967349406,0.03527029643080911,22.83554590230168,15.183472909898887,
Georgia,GEO,268,2004,2009,5,Exports,0.08340999192696899,20.574000967349406,0.03527029643080911,22.83554590230168,15.183472909898887,
Georgia,GEO,268,2004,2014,10,Exports,0.12898621796737259,20.574000967349406,0.03527029643080911,22.83554590230168,15.183472909898887,
Georgia,GEO,268,2005,2006,1,Exports,0.04777908305071321,20.833526905553285,0.032375167678819844,22.927132232891893,15.177119987714292,
Georgia,GEO,268,2005,2010,5,Exports,0.10808446880997025,20.833526905553285,0.032375167678819844,22.927132232891893,15.177119987714292,
Georgia,GEO,268,2005,2015,10,Exports,0.07505313296636232,20.833526905553285,0.032375167678819844,22.927132232891893,15.177119987714292,
Georgia,GEO,268,2006,2007,1,Exports,0.2464778993694985,20.881305988603998,0.03151368450392328,23.017169268731575,15.171435140590255,
Georgia,GEO,268,2006,2011,5,Exports,0.14829419701626492,20.881305988603998,0.03151368450392328,23.017169268731575,15.171435140590255,
Georgia,GEO,268,2006,2016,10,Exports,0.06450540602566016,20.881305988603998,0.03151368450392328,23.017169268731575,15.171435140590255,
Georgia,GEO,268,2007,2008,1,Exports,0.17742866063099072,21.127783887973496,0.03737412745387647,23.13562381065173,15.166218673245783,
Georgia,GEO,268,2007,2012,5,Exports,0.11369426693559603,21.127783887973496,0.03737412745387647,23.13562381065173,15.166218673245783,
Georgia,GEO,268,2007,2017,10,Exports,0.06620219781527226,21.127783887973496,0.03737412745387647,23.13562381065173,15.166218673245783,
Georgia,GEO,268,2008,2009,1,Exports,-0.31416162162023653,21.305212548604487,0.02955296540241679,23.159551393213988,15.16318076795237,
Georgia,GEO,268,2008,2013,5,Exports,0.11859329857441167,21.305212548604487,0.02955296540241679,23.159551393213988,15.16318076795237,
Georgia,GEO,268,2008,2018,10,Exports,0.06556172962845323,21.305212548604487,0.02955296540241679,23.159551393213988,15.16318076795237,
Georgia,GEO,268,2009,2010,1,Exports,0.38289832261888535,20.99105092698425,0.04052360541464312,23.12236079410594,15.154298917524867,
Georgia,GEO,268,2009,2014,5,Exports,0.1745624440077762,20.99105092698425,0.04052360541464312,23.12236079410594,15.154298917524867,
Georgia,GEO,268,2009,2019,10,Exports,0.10563133568351013,20.99105092698425,0.04052360541464312,23.12236079410594,15.154298917524867,
Georgia,GEO,268,2015,2025,10,Exports,,21.584058235216908,0.06276092172381469,23.44612557673235,15.130651501010707,8.292656013027095
Georgia,GEO,268,2016,2026,10,Exports,,21.5263600488606,0.030104333996361515,23.480045874972014,15.131249667001754,8.303022489061222
Georgia,GEO,268,2017,2027,10,Exports,,21.78980586612622,0.03976233714907337,23.530357762795234,15.131383527748417,8.366308950636302
Georgia,GEO,268,2018,2028,10,Exports,,21.96082984488902,0.02043904520110647,23.589211748903896,15.130993162284927,8.43388937430127
Georgia,GEO,268,2019,2029,10,Exports,,22.047364283819352,0.006786072404307859,23.64162125312345,15.129277504882689,8.47461261308113
Georgia,GEO,268,2020,2025,5,Exports,,21.94025545013649,0.0049013755961951795,23.576650939732925,15.129964067377369,8.416853796888537
Georgia,GEO,268,2020,2030,10,Exports,,21.94025545013649,0.0049013755961951795,23.576650939732925,15.129964067377369,8.416853796888537
Georgia,GEO,268,2021,2026,5,Exports,,22.136479912568223,0.00848951099188581,23.677800705536423,15.126167701307097,8.48616742919484
Georgia,GEO,268,2021,2031,10,Exports,,22.136479912568223,0.00848951099188581,23.677800705536423,15.126167701307097,8.48616742919484
Georgia,GEO,268,2022,2027,5,Exports,,22.324071270229915,0.027198489055257343,23.781787066723375,15.127216600813485,8.581195966669963
Georgia,GEO,268,2022,2032,10,Exports,,22.324071270229915,0.027198489055257343,23.781787066723375,15.127216600813485,8.581195966669963
Georgia,GEO,268,2023,2028,5,Exports,,22.39072655170834,0.027003096345162764,23.85719320764289,15.12801924114193,8.66104549767899
Georgia,GEO,268,2023,2033,10,Exports,,22.39072655170834,0.027003096345162764,23.85719320764289,15.12801924114193,8.66104549767899
Georgia,GEO,268,2024,2025,1,Exports,,22.44493553308126,0.02210753347875845,23.949588177576373,15.123723640716547,8.784955962240852
Georgia,GEO,268,2024,2029,5,Exports,,22.44493553308126,0.02210753347875845,23.949588177576373,15.123723640716547,8.784955962240852
Georgia,GEO,268,2024,2034,10,Exports,,22.44493553308126,0.02210753347875845,23.949588177576373,15.123723640716547,8.784955962240852
Germany,DEU,276,2015,2025,10,Exports,,27.929048144949387,0.02289992007788218,28.862151661306545,18.21840066635147,10.663281224887886
Germany,DEU,276,2016,2026,10,Exports,,27.927575449061532,0.017629341767444136,28.884130567441996,18.22647285173721,10.690962405628914
Germany,DEU,276,2017,2027,10,Exports,,28.02123969424987,0.018460628742524663,28.911725371627096,18.230210097336165,10.708496471413742
Germany,DEU,276,2018,2028,10,Exports,,28.04985284385604,0.021984364819568936,28.923018325965742,18.233215364356088,10.72680506695584
Germany,DEU,276,2019,2029,10,Exports,,28.001752714974298,0.023326312824543324,28.93274818397239,18.235470563098215,10.73398697964631
Germany,DEU,276,2020,2025,5,Exports,,27.936753144209646,0.0188216558551437,28.890551135828243,18.23628749468471,10.685288445024511
Germany,DEU,276,2020,2030,10,Exports,,27.936753144209646,0.0188216558551437,28.890551135828243,18.23628749468471,10.685288445024511
Germany,DEU,276,2021,2026,5,Exports,,28.041980681901418,0.02740520929608364,28.928906089146928,18.236710765257264,10.722739369850654
Germany,DEU,276,2021,2031,10,Exports,,28.041980681901418,0.02740520929608364,28.928906089146928,18.236710765257264,10.722739369850654
Germany,DEU,276,2022,2027,5,Exports,,28.023413106904652,0.03687683691429847,28.946836947386704,18.236491199555413,10.722915716030869
Germany,DEU,276,2022,2032,10,Exports,,28.023413106904652,0.03687683691429847,28.946836947386704,18.236491199555413,10.722915716030869
Germany,DEU,276,2023,2028,5,Exports,,28.00745597904458,0.0211928985772959,28.93810243658112,18.23780631035019,10.730979669351038
Germany,DEU,276,2023,2033,10,Exports,,28.00745597904458,0.0211928985772959,28.93810243658112,18.23780631035019,10.730979669351038
Germany,DEU,276,2024,2025,1,Exports,,27.925927423007913,0.021513131276279466,28.933131583363362,18.24055588864204,10.730000093312189
Germany,DEU,276,2024,2029,5,Exports,,27.925927423007913,0.021513131276279466,28.933131583363362,18.24055588864204,10.730000093312189
Germany,DEU,276,2024,2034,10,Exports,,27.925927423007913,0.021513131276279466,28.933131583363362,18.24055588864204,10.730000093312189
Germany,DEU,276,2025,2026,1,Exports,,,0.01945814108335117,,,
Germany,DEU,276,2025,2030,5,Exports,,,0.01945814108335117,,,
Germany,DEU,276,2025,2035,10,Exports,,,0.01945814108335117,,,
Greece,GRC,300,1988,1989,1,Exports,0.3321894232829017,23.023178103037907,0.0540652794827636,25.74492662713328,16.121787129061318,
Greece,GRC,300,1988,1993,5,Exports,0.06994422115703358,23.023178103037907,0.0540652794827636,25.74492662713328,16.121787129061318,
Greece,GRC,300,1988,1998,10,Exports,0.04779644874713469,23.023178103037907,0.0540652794827636,25.74492662713328,16.121787129061318,
Greece,GRC,300,1989,1990,1,Exports,0.029474648690420935,23.35536752632081,0.05438804171919209,25.782222411423007,16.127005638862176,
Greece,GRC,300,1989,1994,5,Exports,0.012277913811262664,23.35536752632081,0.05438804171919209,25.782222411423007,16.127005638862176,
Greece,GRC,300,1989,1999,10,Exports,0.014553281107734151,23.35536752632081,0.05438804171919209,25.782222411423007,16.127005638862176,
Greece,GRC,300,1990,1991,1,Exports,,23.38484217501123,0.07294015748256805,25.782222411423007,16.137583718981997,
Greece,GRC,300,1990,1995,5,Exports,0.03235452399998025,23.38484217501123,0.07294015748256805,25.782222411423007,16.137583718981997,
Greece,GRC,300,1990,2000,10,Exports,0.006159886508593004,23.38484217501123,0.07294015748256805,25.782222411423007,16.137583718981997,
Greece,GRC,300,1992,1993,1,Exports,-0.12413359416661862,23.497032802989693,0.05435682176178448,25.8197272306937,16.157226071573813,
Greece,GRC,300,1992,1997,5,Exports,0.007569495016775107,23.497032802989693,0.05435682176178448,25.8197272306937,16.157226071573813,
Greece,GRC,300,1992,2002,10,Exports,-0.012091812024126014,23.497032802989693,0.05435682176178448,25.8197272306937,16.157226071573813,
Greece,GRC,300,1993,1994,1,Exports,0.0438578865540471,23.372899208823075,0.07983383176149354,25.803597848541635,16.16310869076622,
Greece,GRC,300,1993,1998,5,Exports,0.025648676337235797,23.372899208823075,0.07983383176149354,25.803597848541635,16.16310869076622,
Greece,GRC,300,1993,2003,10,Exports,0.02590434483631334,23.372899208823075,0.07983383176149354,25.803597848541635,16.16310869076622,
Greece,GRC,300,1994,1995,1,Exports,0.12985769963400884,23.416757095377122,0.10564797732572691,25.823400474340243,16.168115725144922,
Greece,GRC,300,1994,1999,5,Exports,0.016828648404205636,23.416757095377122,0.10564797732572691,25.823400474340243,16.168115725144922,
Greece,GRC,300,1994,2004,10,Exports,0.029394566262493527,23.416757095377122,0.10564797732572691,25.823400474340243,16.168115725144922,
Greece,GRC,300,1995,1996,1,Exports,0.06321576588953803,23.54661479501113,0.06667509265552646,25.84418026652931,16.17278769803692,
Greece,GRC,300,1995,2000,5,Exports,-0.020034750982794235,23.54661479501113,0.06667509265552646,25.84418026652931,16.17278769803692,
Greece,GRC,300,1995,2005,10,Exports,0.02652485841332002,23.54661479501113,0.06667509265552646,25.84418026652931,16.17278769803692,
Greece,GRC,300,1996,1997,1,Exports,-0.07495028282709981,23.60983056090067,0.08616993833077918,25.857910282722884,16.177194403345528,
Greece,GRC,300,1996,2001,5,Exports,-0.04300351568499465,23.60983056090067,0.08616993833077918,25.857910282722884,16.177194403345528,
Greece,GRC,300,1996,2006,10,Exports,0.035357400600604195,23.60983056090067,0.08616993833077918,25.857910282722884,16.177194403345528,
Greece,GRC,300,1997,1998,1,Exports,-0.033737687564315166,23.53488027807357,0.08453863950094472,25.893305256917706,16.182127074793783,
Greece,GRC,300,1997,2002,5,Exports,-0.03175311906502713,23.53488027807357,0.08453863950094472,25.893305256917706,16.182127074793783,
Greece,GRC,300,1997,2007,10,Exports,0.05112960086703353,23.53488027807357,0.08453863950094472,25.893305256917706,16.182127074793783,
Greece,GRC,300,1998,1999,1,Exports,-0.0002422531111037074,23.501142590509254,0.06869389585882416,25.927097181951872,16.18766919382301,
Greece,GRC,300,1998,2003,5,Exports,0.026160013335390885,23.501142590509254,0.06869389585882416,25.927097181951872,16.18766919382301,
Greece,GRC,300,1998,2008,10,Exports,0.08132022247354805,23.501142590509254,0.06869389585882416,25.927097181951872,16.18766919382301,
Greece,GRC,300,1999,2000,1,Exports,-0.05445929730099053,23.50090033739815,0.09249409779742941,25.95333772391251,16.191503906939197,
