country,iso3,reporter_code,base_year,base_year_2,future_year,future_year_2,base_window,future_window,horizon,product_level,active_threshold_usd_2024,persistence_rule,product_definition,product_definition_label,base_value_2024_usd,future_value_2024_usd,net_contribution_2024_usd,positive_expansion_2024_usd,product_count,total_net_growth_2024_usd,total_positive_expansion_2024_usd,positive_expansion_share,net_growth_share,least_traded_base_share_cutoff
Belgium,BEL,56,1999,2000,2004,2005,1999-2000,2004-2005,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),21900797488.98622,45094791531.76846,23193994042.78224,23193994042.78224,656,185788096069.36972,197253875735.36438,0.11758447815696804,0.12484112025197808,0.1
Belgium,BEL,56,1999,2000,2009,2010,1999-2000,2009-2010,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,7758548.7631788505,851300663.395854,843542114.632675,846806493.5635848,31,121655621149.44017,159171893548.05035,0.005320075515140826,0.006933852350287036,0.1
Belgium,BEL,56,1999,2000,2009,2010,1999-2000,2009-2010,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),17634209160.67071,38291652875.49745,20657443714.826736,20657443714.826736,518,121655621149.44017,159171893548.05035,0.12978072481490413,0.16980262415866015,0.1
Belgium,BEL,56,2000,2001,2005,2006,2000-2001,2005-2006,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,23501215.407996565,335023133.56084216,311521918.1528456,318517351.5824997,28,206170806357.281,219045759264.75977,0.0014541132987537502,0.001510989473519339,0.1
Belgium,BEL,56,2000,2001,2005,2006,2000-2001,2005-2006,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),23309445234.173157,47482070056.78719,24172624822.614044,24172624822.614044,643,206170806357.281,219045759264.75977,0.11035422417558281,0.1172456239062499,0.1
Belgium,BEL,56,2000,2001,2010,2011,2000-2001,2010-2011,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,1408826.0189957188,805731694.0208526,804322868.0018569,804322868.0018569,26,77448721097.98123,136233488960.80623,0.005904002563079457,0.010385231112910169,0.1
Belgium,BEL,56,2000,2001,2010,2011,2000-2001,2010-2011,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),15507370431.216972,33984426265.869877,18477055834.652905,18477055834.652905,437,77448721097.98123,136233488960.80623,0.1356278546163394,0.23857147765264422,0.1
Belgium,BEL,56,2001,2002,2006,2007,2001-2002,2006-2007,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,133848572.93804972,452563999.50830865,318715426.5702589,341381330.8587882,25,231622501017.77417,243990243889.8023,0.001399159759080254,0.0013760123699976862,0.1
Belgium,BEL,56,2001,2002,2006,2007,2001-2002,2006-2007,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),25135744312.300377,56374732125.51477,31238987813.21439,31238987813.21439,672,231622501017.77417,243990243889.8023,0.12803375788797283,0.13487026379538655,0.1
Belgium,BEL,56,2001,2002,2011,2012,2001-2002,2011-2012,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,548569074.1769365,1112622504.64956,564053430.4726237,909002357.8173279,30,73200501964.01385,145937550612.17877,0.0062287077863390555,0.007705595116682648,0.1
Belgium,BEL,56,2001,2002,2011,2012,2001-2002,2011-2012,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),17001849765.914612,36347984215.585175,19346134449.670563,19346134449.670563,448,73200501964.01385,145937550612.17877,0.13256447273862967,0.2642896418822555,0.1
Belgium,BEL,56,2002,2003,2007,2008,2002-2003,2007-2008,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,51877130.81868558,1176500683.0431297,1124623552.224444,1129579022.3198547,24,233238450290.1233,256074063879.20554,0.004411141859539107,0.004821775958576017,0.1
Belgium,BEL,56,2002,2003,2007,2008,2002-2003,2007-2008,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),28318549010.638885,66280325685.09032,37961776674.45143,37961776674.45143,655,233238450290.1233,256074063879.20554,0.14824530098588448,0.16275951339597355,0.1
Belgium,BEL,56,2002,2003,2012,2013,2002-2003,2012-2013,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,54962448.47341192,2545216092.6024246,2490253644.129013,2495029746.632616,23,11727078607.345337,113928516214.32922,0.021899958232922255,0.21235072497674104,0.1
Belgium,BEL,56,2002,2003,2012,2013,2002-2003,2012-2013,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),15713530748.94951,31897691297.68332,16184160548.73381,16184160548.73381,374,11727078607.345337,113928516214.32922,0.14205539654608673,1.3800675420216548,0.1
Belgium,BEL,56,2003,2004,2008,2009,2003-2004,2008-2009,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,17255984.41216122,1290361496.3481781,1273105511.9360166,1286515843.514799,22,121212826711.76196,160382634409.1867,0.008021540787467621,0.01050305934175925,0.1
Belgium,BEL,56,2003,2004,2008,2009,2003-2004,2008-2009,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),29558027329.31523,54147157746.30617,24589130416.990932,24589130416.990932,580,121212826711.76196,160382634409.1867,0.15331541664452464,0.20285914522447904,0.1
Belgium,BEL,56,2003,2004,2013,2014,2003-2004,2013-2014,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,2881617.0293916534,2813547102.58032,2810665485.550928,2810853065.018324,22,-51349302069.85611,87661774296.26317,0.03206475214063908,-0.054736196447758345,0.1
Belgium,BEL,56,2003,2004,2013,2014,2003-2004,2013-2014,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),14634908058.349998,28126261665.806618,13491353607.456617,13491353607.456617,312,-51349302069.85611,87661774296.26317,0.15390235613827546,-0.2627368447793671,0.1
Belgium,BEL,56,2004,2005,2009,2010,2004-2005,2009-2010,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,3466017.216947762,904494256.8029095,901028239.5859616,901028239.5859616,19,-64132474919.92953,49685351601.299545,0.018134685788605644,-0.014049484924929382,0.1
Belgium,BEL,56,2004,2005,2009,2010,2004-2005,2009-2010,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),19051199833.83497,29680188351.851357,10628988518.016384,10628988518.016384,355,-64132474919.92953,49685351601.299545,0.21392599982604082,-0.16573488753220353,0.1
Belgium,BEL,56,2004,2005,2014,2015,2004-2005,2014-2015,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,829369.2891118706,2937851103.3841724,2937021734.0950603,2937021734.0950603,22,-143885989944.62405,45265794483.22298,0.06488390997276364,-0.020412145304941797,0.1
Belgium,BEL,56,2004,2005,2014,2015,2004-2005,2014-2015,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),12369251669.848785,22093034819.59125,9723783149.74247,9723783149.74247,252,-143885989944.62405,45265794483.22298,0.21481525422792325,-0.06757977724922881,0.1
Belgium,BEL,56,2005,2006,2010,2011,2005-2006,2010-2011,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,6642418.071761476,578274456.7861412,571632038.7143795,575713239.9635829,15,-128722085259.29977,42514146667.16315,0.013541686358443347,-0.004440823325405854,0.1
Belgium,BEL,56,2005,2006,2010,2011,2005-2006,2010-2011,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),14189671379.696285,23772713483.411022,9583042103.714737,9583042103.714737,261,-128722085259.29977,42514146667.16315,0.2254083135841566,-0.07444753621269037,0.1
Belgium,BEL,56,2005,2006,2015,2016,2005-2006,2015-2016,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,53642012.69668742,2476972767.596635,2423330754.899948,2423330754.899948,20,-202423739252.56714,28651805761.90368,0.08457863965146947,-0.011971573906538314,0.1
Belgium,BEL,56,2005,2006,2015,2016,2005-2006,2015-2016,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),10226488054.136261,19060666823.762703,8834178769.626442,8834178769.626442,224,-202423739252.56714,28651805761.90368,0.3083288656581861,-0.04364200958961589,0.1
Belgium,BEL,56,2006,2007,2011,2012,2006-2007,2011-2012,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,462375184.74618846,642761766.7595145,180386582.0133259,218114438.4657488,17,-158421999053.76035,37540620050.77178,0.005810091526745166,-0.0011386460408955696,0.1
Belgium,BEL,56,2006,2007,2011,2012,2006-2007,2011-2012,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),14160412030.114956,21743937375.4392,7583525345.324245,7583525345.324245,254,-158421999053.76035,37540620050.77178,0.2020085266324294,-0.04786914311534968,0.1
Belgium,BEL,56,2006,2007,2016,2017,2006-2007,2016-2017,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,457230711.6103858,2440016656.7799635,1982785945.169578,2079852490.7946787,23,-223982118665.24808,28881587921.648186,0.07201309347799835,-0.008852429635836002,0.1
Belgium,BEL,56,2006,2007,2016,2017,2006-2007,2016-2017,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),9933600999.936981,16382715668.171938,6449114668.234957,6449114668.234957,216,-223982118665.24808,28881587921.648186,0.22329501707906527,-0.028792988952271968,0.1
Belgium,BEL,56,2007,2008,2012,2013,2007-2008,2012-2013,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,90896644.24901827,1812235790.8340569,1721339146.5850387,1721339146.5850387,8,-221511371682.77795,20406767272.69796,0.08435138812446809,-0.007770883876111491,0.1
Belgium,BEL,56,2007,2008,2012,2013,2007-2008,2012-2013,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),8634437230.140594,13461354336.018307,4826917105.877716,4826917105.877716,178,-221511371682.77795,20406767272.69796,0.2365351180505502,-0.021790832087800208,0.1
Belgium,BEL,56,2007,2008,2017,2018,2007-2008,2017-2018,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,91580374.28649724,2184699770.5275393,2093119396.241042,2093623978.8295093,12,-238800563653.22418,30732852530.996937,0.06812332102000278,-0.00876513591182548,0.1
Belgium,BEL,56,2007,2008,2017,2018,2007-2008,2017-2018,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),10426078838.60009,23012203527.450615,12586124688.850527,12586124688.850527,262,-238800563653.22418,30732852530.996937,0.40953324056581636,-0.05270559037342789,0.1
Belgium,BEL,56,2008,2009,2013,2014,2008-2009,2013-2014,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,7902067.864558535,1965075876.4030256,1957173808.538467,1961260541.5745752,6,-172562128781.61807,26769383248.16012,0.07326506267974531,-0.011341850163516017,0.1
Belgium,BEL,56,2008,2009,2013,2014,2008-2009,2013-2014,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),10153403548.52989,15522269424.463726,5368865875.933838,5368865875.933838,186,-172562128781.61807,26769383248.16012,0.20055993917240678,-0.031112654403610652,0.1
Belgium,BEL,56,2008,2009,2018,2019,2008-2009,2018-2019,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,16354512.91033611,6703901046.216869,6687546533.306534,6687629387.641554,54,-176434294324.5796,42110515711.35843,0.15881138653065002,-0.037903892544856974,0.1
Belgium,BEL,56,2008,2009,2018,2019,2008-2009,2018-2019,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),10060015834.79993,30136101002.23021,20076085167.43028,20076085167.43028,259,-176434294324.5796,42110515711.35843,0.476747549354167,-0.11378788485699415,0.1
Belgium,BEL,56,2009,2010,2014,2015,2009-2010,2014-2015,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,61237615.13881944,2441731049.0967946,2380493433.9579754,2387433950.8996034,13,-79753515024.6945,23991289052.111694,0.09951253330797843,-0.029848131875076483,0.1
Belgium,BEL,56,2009,2010,2014,2015,2009-2010,2014-2015,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),10208552090.086864,15303507556.994225,5094955466.907359,5094955466.907359,251,-79753515024.6945,23991289052.111694,0.2123668909928333,-0.06388377321463237,0.1
Belgium,BEL,56,2009,2010,2019,2020,2009-2010,2019-2020,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,169233324.4060763,14870315847.123783,14701082522.717709,14712355430.137926,84,-60189171585.37283,56268153219.95682,0.26146860325459986,-0.24424796247387404,0.1
Belgium,BEL,56,2009,2010,2019,2020,2009-2010,2019-2020,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),10159115414.864008,30134549510.0627,19975434095.198692,19975434095.198692,311,-60189171585.37283,56268153219.95682,0.35500425999611335,-0.3318775382522979,0.1
Belgium,BEL,56,2010,2011,2015,2016,2010-2011,2015-2016,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,78053282.2081746,2189611790.3439684,2111558508.1357937,2116283769.3183851,15,-73701653993.2674,27716171370.130547,0.07635555939732297,-0.028650083054156197,0.1
Belgium,BEL,56,2010,2011,2015,2016,2010-2011,2015-2016,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),7973012693.886998,14657633321.588108,6684620627.701111,6684620627.701111,280,-73701653993.2674,27716171370.130547,0.24118124175350794,-0.09069838009757213,0.1
Belgium,BEL,56,2010,2011,2020,2021,2010-2011,2020-2021,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,82443011.71861348,16777218753.936571,16694775742.217957,16703058069.43571,90,8659398984.276062,106325848511.86661,0.15709310862044565,1.9279370049275613,0.1
Belgium,BEL,56,2010,2011,2020,2021,2010-2011,2020-2021,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),13005230670.610023,30735056405.99822,17729825735.3882,17729825735.3882,363,8659398984.276062,106325848511.86661,0.16674991061472172,2.0474660848382698,0.1
Belgium,BEL,56,2011,2012,2016,2017,2011-2012,2016-2017,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,707981258.0247855,2002293279.1204495,1294312021.0956643,1294312021.0956643,14,-65560119611.48774,41757521197.57989,0.03099590167173711,-0.01974236820746845,0.1
Belgium,BEL,56,2011,2012,2016,2017,2011-2012,2016-2017,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),8749735767.047285,15178612920.424751,6428877153.377466,6428877153.377466,293,-65560119611.48774,41757521197.57989,0.1539573463414792,-0.09806079048475332,0.1
Belgium,BEL,56,2011,2012,2021,2022,2011-2012,2021-2022,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,709663844.5038007,18359851262.56911,17650187418.065308,17650187418.065308,86,61649409805.15025,143735622668.46292,0.12279619408458542,0.28629937373043257,0.1
Belgium,BEL,56,2011,2012,2021,2022,2011-2012,2021-2022,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),14773844351.301748,30619600442.885326,15845756091.58358,15845756091.58358,390,61649409805.15025,143735622668.46292,0.11024237274939848,0.2570301344597756,0.1
Belgium,BEL,56,2012,2013,2017,2018,2012-2013,2017-2018,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,7937990.619994611,474136073.7915831,466198083.17158854,473121617.66569924,20,-17289191970.446213,58436552879.17447,0.008096330025556823,-0.026964712056439532,0.1
Belgium,BEL,56,2012,2013,2017,2018,2012-2013,2017-2018,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),12464173821.976181,22910090525.482964,10445916703.506779,10445916703.506779,376,-17289191970.446213,58436552879.17447,0.17875655200102467,-0.604187675246062,0.1
Belgium,BEL,56,2012,2013,2022,2023,2012-2013,2022-2023,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,8251166.876713238,16458124152.978664,16449872986.101954,16449891655.993404,95,60871027861.29964,132413170296.58432,0.12423153693207616,0.27024141967151494,0.1
Belgium,BEL,56,2012,2013,2022,2023,2012-2013,2022-2023,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),14724149606.927637,35144016801.821434,20419867194.893803,20419867194.893803,391,60871027861.29964,132413170296.58432,0.15421326405188068,0.3354611859261255,0.1
Belgium,BEL,56,2013,2014,2018,2019,2013-2014,2018-2019,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,205318105.1434206,13946779383.109945,13741461277.966524,13741840584.60075,89,-3872165542.9615135,67798129883.47298,0.20268760522184512,-3.548779391145753,0.1
Belgium,BEL,56,2013,2014,2018,2019,2013-2014,2018-2019,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),12837651680.05133,28738828392.204765,15901176712.153435,15901176712.153435,369,-3872165542.9615135,67798129883.47298,0.23453709917195864,-4.106533291443909,0.1
Belgium,BEL,56,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,205210020.66311505,16857241903.968918,16652031883.305798,16652061899.560343,94,1774582370.162857,87757650848.9379,0.18975054298370472,9.383634236024562,0.1
Belgium,BEL,56,2013,2014,2023,2024,2013-2014,2023-2024,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),12396981644.726309,33031491573.951767,20634509929.22546,20634509929.22546,352,1774582370.162857,87757650848.9379,0.2351306094638379,11.627811859379506,0.1
Belgium,BEL,56,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,1436593.4594196,13507988502.618269,13506551909.158848,13506551909.158848,85,19564343439.321663,79022782002.12344,0.17091972171766756,0.6903657130661752,0.1
Belgium,BEL,56,2014,2015,2019,2020,2014-2015,2019-2020,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),11870193318.966013,29147932344.90763,17277739025.94162,17277739025.94162,381,19564343439.321663,79022782002.12344,0.2186425052142222,0.8831238870615877,0.1
Belgium,BEL,56,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,20195676.05180772,13605910866.549377,13585715190.49757,13602119204.33833,86,82361052977.54346,107415459716.39679,0.12663092668644968,0.16495315078356085,0.1
Belgium,BEL,56,2015,2016,2020,2021,2015-2016,2020-2021,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),17610596987.277855,38387700359.57647,20777103372.29861,20777103372.29861,506,82361052977.54346,107415459716.39679,0.1934274956989922,0.2522685495286673,0.1
Belgium,BEL,56,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,29278915.912790615,13934621613.293833,13905342697.38104,13905841409.242725,87,127209529416.63797,160080903501.48288,0.08686758448432864,0.10931054270186094,0.1
Belgium,BEL,56,2016,2017,2021,2022,2016-2017,2021-2022,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),18851434676.322453,39971680451.19569,21120245774.873238,21120245774.873238,495,127209529416.63797,160080903501.48288,0.13193482366044737,0.16602722981310614,0.1
Belgium,BEL,56,2017,2018,2022,2023,2017-2018,2022-2023,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,7000250510.426571,15761087873.719826,8760837363.293257,9069271667.974518,89,78160219831.74585,122723815439.43027,0.07389985094173195,0.1120881873432874,0.1
Belgium,BEL,56,2017,2018,2022,2023,2017-2018,2022-2023,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),19209782135.716705,30567202712.847088,11357420577.130383,11357420577.130383,473,78160219831.74585,122723815439.43027,0.09254455246900127,0.1453094758635442,0.1
Belgium,BEL,56,2018,2019,2023,2024,2018-2019,2023-2024,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,670427.3921166874,1123329667.8173897,1122659240.425273,1122659240.425273,18,5646747913.124386,61003992184.78256,0.018403045443726226,0.19881518666982562,0.1
Belgium,BEL,56,2018,2019,2023,2024,2018-2019,2023-2024,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),15131072368.22128,21836890867.360634,6705818499.139357,6705818499.139357,414,5646747913.124386,61003992184.78256,0.10992425674089117,1.1875540757811127,0.1
Botswana,BWA,72,2000,2001,2005,2006,2000-2001,2005-2006,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,5636632.098456931,93011529.35510397,87374897.25664705,87856218.57079732,108,2190022591.288406,2293075100.877952,0.03831371180872346,0.03989680179748455,0.1
Botswana,BWA,72,2000,2001,2005,2006,2000-2001,2005-2006,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),296683892.41954064,801805669.5407361,505121777.12119555,505121777.12119555,597,2190022591.288406,2293075100.877952,0.22028139284570272,0.23064683402376632,0.1
Botswana,BWA,72,2000,2001,2010,2011,2000-2001,2010-2011,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,7546258.37841727,784148422.8740884,776602164.4956715,777127635.8734361,150,2738476517.94853,3090628359.365765,0.2514464845048249,0.2835891268030467,0.1
Botswana,BWA,72,2000,2001,2010,2011,2000-2001,2010-2011,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),308238537.3764392,1918991259.4394693,1610752722.06303,1610752722.06303,654,2738476517.94853,3090628359.365765,0.5211732161784655,0.5881930012931753,0.1
Botswana,BWA,72,2001,2002,2006,2007,2001-2002,2006-2007,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,6993598.161959523,218205579.50628278,211211981.3443232,211936407.28535786,104,2580861506.046047,2793560256.7846107,0.07586605900862034,0.08183778201562854,0.1
Botswana,BWA,72,2001,2002,2006,2007,2001-2002,2006-2007,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),209102790.2302004,1463685495.8162851,1254582705.5860846,1254582705.5860846,537,2580861506.046047,2793560256.7846107,0.44909813652278613,0.4861100460629291,0.1
Botswana,BWA,72,2001,2002,2011,2012,2001-2002,2011-2012,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,8336154.960718865,760832115.7079415,752495960.7472227,754237419.6395485,151,4074886514.8119226,4456246052.456961,0.16925398884195322,0.18466672826640776,0.1
Botswana,BWA,72,2001,2002,2011,2012,2001-2002,2011-2012,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),264522558.4398185,1819032660.1864812,1554510101.7466626,1554510101.7466626,604,4074886514.8119226,4456246052.456961,0.3488384805164832,0.3814854956318732,0.1
Botswana,BWA,72,2002,2003,2007,2008,2002-2003,2007-2008,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,7604353.216577364,1456547702.6334941,1448943349.4169168,1449799851.7586226,104,1787514118.7738008,2360653979.6534224,0.6141517834695426,0.8105912754473028,0.1
Botswana,BWA,72,2002,2003,2007,2008,2002-2003,2007-2008,5,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,bottom_10pct_low_base_growth,Low-base product growth (bottom 10% of base-window exports),313231389.99755263,2311957824.2726126,1998726434.2750602,1998726434.2750602,546,1787514118.7738008,2360653979.6534224,0.8466833561810282,1.1181598026460047,0.1
Botswana,BWA,72,2002,2003,2012,2013,2002-2003,2012-2013,10,hs4,50000.0,adjacent_2_base_years_and_adjacent_2_future_years,persistent_new_product,Persistent new HS4 products,10461394.36019745,894263754.7254251,883802360.3652278,886237214.8634531,129,4326376238.963947,5031253590.530992,0.17614640147167,0.20428236277871087,0.1
