year,outcome,outcome_label,size_variable,size_label,spearman_size_outcome,n_countries
2022,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,-0.11297486849795442,59
2022,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.18258328462887202,59
2022,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,-0.11174751607247226,59
2023,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",-0.03792795841151682,58
2023,world_share_exposure,World-share percentile exposure,log_population,Population,-0.20575840536466827,58
2023,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7409948014396014,58
2023,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3092374419391553,58
2023,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",-0.0926205050908979,58
2023,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,-0.055153957365652595,58
2023,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",-0.07158017779691778,58
2023,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,-0.18976283490725646,58
2023,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",-0.05318527177089422,58
2023,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,-0.1871174136392999,58
2023,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.0028607462548832633,58
2023,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,-0.1842259066719985,58
2024,world_share_exposure,World-share percentile exposure,log_gdp_current_usd,"GDP, current USD",-0.022146274777853726,56
2024,world_share_exposure,World-share percentile exposure,log_population,Population,-0.04429254955570745,56
2024,spearman_product_alignment,Within-country product-rank alignment,log_gdp_current_usd,"GDP, current USD",0.7548188653451812,56
2024,spearman_product_alignment,Within-country product-rank alignment,log_population,Population,0.3044429254955571,56
2024,top_1pct_world_product_export_share,Export share in top 1% world products,log_gdp_current_usd,"GDP, current USD",-0.08072453861927546,56
2024,top_1pct_world_product_export_share,Export share in top 1% world products,log_population,Population,0.04565960355434039,56
2024,top_5pct_world_product_export_share,Export share in top 5% world products,log_gdp_current_usd,"GDP, current USD",-0.018455228981544773,56
2024,top_5pct_world_product_export_share,Export share in top 5% world products,log_population,Population,0.0034859876965140126,56
2024,top_10pct_world_product_export_share,Export share in top 10% world products,log_gdp_current_usd,"GDP, current USD",-0.03397129186602871,56
2024,top_10pct_world_product_export_share,Export share in top 10% world products,log_population,Population,-0.04825700615174299,56
2024,top_20pct_world_product_export_share,Export share in top 20% world products,log_gdp_current_usd,"GDP, current USD",0.006425153793574847,56
2024,top_20pct_world_product_export_share,Export share in top 20% world products,log_population,Population,-0.020232399179767605,56
